Sport,Level,League,Date,Day,Time,Home Team,Road Team,Location,Home City,Home State
basketball,pro,NBA,2024-03-06,Wednesday,,Houston Rockets,Los Angeles Clippers,Toyota Center,Houston,TX
basketball,pro,NBA,2024-03-06,Wednesday,,Utah Jazz,Chicago Bulls,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-06,Wednesday,,Golden State Warriors,Milwaukee Bucks,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-03-06,Wednesday,,Portland Trail Blazers,Oklahoma City Thunder,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-06,Wednesday,,Los Angeles Lakers,Sacramento Kings,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-07,Thursday,,Detroit Pistons,Brooklyn Nets,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-07,Thursday,,Indiana Pacers,Minnesota Timberwolves,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-03-07,Thursday,,Dallas Mavericks,Miami Heat,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-03-07,Thursday,,Phoenix Suns,Toronto Raptors,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-03-07,Thursday,,Denver Nuggets,Boston Celtics,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-07,Thursday,,Golden State Warriors,Chicago Bulls,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-03-07,Thursday,,Sacramento Kings,San Antonio Spurs,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-08,Friday,,Philadelphia 76ers,New Orleans Pelicans,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-03-08,Friday,,Washington Wizards,Charlotte Hornets,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-08,Friday,,Cleveland Cavaliers,Minnesota Timberwolves,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-03-08,Friday,,Memphis Grizzlies,Atlanta Hawks,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-03-08,Friday,,New York Knicks,Orlando Magic,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-03-08,Friday,,Oklahoma City Thunder,Miami Heat,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-03-08,Friday,,Los Angeles Lakers,Milwaukee Bucks,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-08,Friday,,Portland Trail Blazers,Houston Rockets,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-09,Saturday,,Los Angeles Clippers,Chicago Bulls,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-09,Saturday,,Charlotte Hornets,Brooklyn Nets,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-03-09,Saturday,,Detroit Pistons,Dallas Mavericks,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-09,Saturday,,Golden State Warriors,San Antonio Spurs,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-03-09,Saturday,,Phoenix Suns,Boston Celtics,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-03-09,Saturday,,Denver Nuggets,Utah Jazz,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-09,Saturday,,Portland Trail Blazers,Toronto Raptors,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-10,Sunday,,Los Angeles Clippers,Milwaukee Bucks,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-10,Sunday,,Atlanta Hawks,New Orleans Pelicans,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-03-10,Sunday,,Miami Heat,Washington Wizards,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-03-10,Sunday,,New York Knicks,Philadelphia 76ers,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-03-10,Sunday,,Orlando Magic,Indiana Pacers,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-10,Sunday,,Sacramento Kings,Houston Rockets,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-10,Sunday,,Cleveland Cavaliers,Brooklyn Nets,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-03-10,Sunday,,Oklahoma City Thunder,Memphis Grizzlies,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-03-10,Sunday,,Los Angeles Lakers,Minnesota Timberwolves,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-11,Monday,,Detroit Pistons,Charlotte Hornets,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-11,Monday,,Cleveland Cavaliers,Phoenix Suns,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-03-11,Monday,,Chicago Bulls,Dallas Mavericks,United Center,Chicago,IL
basketball,pro,NBA,2024-03-11,Monday,,San Antonio Spurs,Golden State Warriors,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-11,Monday,,Denver Nuggets,Toronto Raptors,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-11,Monday,,Portland Trail Blazers,Boston Celtics,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-12,Tuesday,,New York Knicks,Philadelphia 76ers,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-03-12,Tuesday,,Memphis Grizzlies,Washington Wizards,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-03-12,Tuesday,,Oklahoma City Thunder,Indiana Pacers,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-03-12,Tuesday,,San Antonio Spurs,Houston Rockets,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-12,Tuesday,,Utah Jazz,Boston Celtics,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-12,Tuesday,,Los Angeles Clippers,Minnesota Timberwolves,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-12,Tuesday,,Sacramento Kings,Milwaukee Bucks,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-13,Wednesday,,Detroit Pistons,Toronto Raptors,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-13,Wednesday,,Orlando Magic,Brooklyn Nets,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-13,Wednesday,,Indiana Pacers,Chicago Bulls,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-03-13,Wednesday,,Miami Heat,Denver Nuggets,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-03-13,Wednesday,,Memphis Grizzlies,Charlotte Hornets,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-03-13,Wednesday,,New Orleans Pelicans,Cleveland Cavaliers,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-03-13,Wednesday,,Dallas Mavericks,Golden State Warriors,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-03-13,Wednesday,,Portland Trail Blazers,Atlanta Hawks,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-13,Wednesday,,Sacramento Kings,Los Angeles Lakers,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-14,Thursday,,Boston Celtics,Phoenix Suns,TD Garden,Boston,MA
basketball,pro,NBA,2024-03-14,Thursday,,Chicago Bulls,Los Angeles Clippers,United Center,Chicago,IL
basketball,pro,NBA,2024-03-14,Thursday,,Houston Rockets,Washington Wizards,Toyota Center,Houston,TX
basketball,pro,NBA,2024-03-14,Thursday,,Milwaukee Bucks,Philadelphia 76ers,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-03-14,Thursday,,Oklahoma City Thunder,Dallas Mavericks,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-03-14,Thursday,,Portland Trail Blazers,New York Knicks,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-15,Friday,,Charlotte Hornets,Phoenix Suns,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-03-15,Friday,,Detroit Pistons,Miami Heat,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-15,Friday,,Toronto Raptors,Orlando Magic,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-15,Friday,,New Orleans Pelicans,Los Angeles Clippers,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-03-15,Friday,,San Antonio Spurs,Denver Nuggets,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-15,Friday,,Utah Jazz,Atlanta Hawks,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-16,Saturday,,Houston Rockets,Cleveland Cavaliers,Toyota Center,Houston,TX
basketball,pro,NBA,2024-03-16,Saturday,,Indiana Pacers,Brooklyn Nets,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-03-16,Saturday,,New Orleans Pelicans,Portland Trail Blazers,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-03-16,Saturday,,Philadelphia 76ers,Charlotte Hornets,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-03-16,Saturday,,Chicago Bulls,Washington Wizards,United Center,Chicago,IL
basketball,pro,NBA,2024-03-16,Saturday,,Memphis Grizzlies,Oklahoma City Thunder,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-03-16,Saturday,,Los Angeles Lakers,Golden State Warriors,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-16,Saturday,,Utah Jazz,Minnesota Timberwolves,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-16,Saturday,,Sacramento Kings,New York Knicks,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-17,Sunday,,Milwaukee Bucks,Phoenix Suns,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-03-17,Sunday,,Detroit Pistons,Miami Heat,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-17,Sunday,,Dallas Mavericks,Denver Nuggets,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-03-17,Sunday,,Orlando Magic,Toronto Raptors,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-17,Sunday,,Washington Wizards,Boston Celtics,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-17,Sunday,,San Antonio Spurs,Brooklyn Nets,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-17,Sunday,,Los Angeles Clippers,Atlanta Hawks,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-18,Monday,,Indiana Pacers,Cleveland Cavaliers,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-03-18,Monday,,Boston Celtics,Detroit Pistons,TD Garden,Boston,MA
basketball,pro,NBA,2024-03-18,Monday,,Philadelphia 76ers,Miami Heat,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-03-18,Monday,,Chicago Bulls,Portland Trail Blazers,United Center,Chicago,IL
basketball,pro,NBA,2024-03-18,Monday,,Utah Jazz,Minnesota Timberwolves,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-18,Monday,,Golden State Warriors,New York Knicks,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-03-18,Monday,,Sacramento Kings,Memphis Grizzlies,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-18,Monday,,Los Angeles Lakers,Atlanta Hawks,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-19,Tuesday,,Orlando Magic,Charlotte Hornets,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-19,Tuesday,,Washington Wizards,Houston Rockets,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-19,Tuesday,,Brooklyn Nets,New Orleans Pelicans,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-03-19,Tuesday,,San Antonio Spurs,Dallas Mavericks,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-19,Tuesday,,Minnesota Timberwolves,Denver Nuggets,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-03-20,Wednesday,,Cleveland Cavaliers,Miami Heat,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-03-20,Wednesday,,Detroit Pistons,Indiana Pacers,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-20,Wednesday,,Boston Celtics,Milwaukee Bucks,TD Garden,Boston,MA
basketball,pro,NBA,2024-03-20,Wednesday,,Toronto Raptors,Sacramento Kings,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-20,Wednesday,,Oklahoma City Thunder,Utah Jazz,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-03-20,Wednesday,,Golden State Warriors,Memphis Grizzlies,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-03-20,Wednesday,,Phoenix Suns,Philadelphia 76ers,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-03-20,Wednesday,,Portland Trail Blazers,Los Angeles Clippers,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-21,Thursday,,Orlando Magic,New Orleans Pelicans,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-21,Thursday,,Washington Wizards,Sacramento Kings,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-21,Thursday,,Houston Rockets,Chicago Bulls,Toyota Center,Houston,TX
basketball,pro,NBA,2024-03-21,Thursday,,Milwaukee Bucks,Brooklyn Nets,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-03-21,Thursday,,Dallas Mavericks,Utah Jazz,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-03-21,Thursday,,Denver Nuggets,New York Knicks,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-21,Thursday,,Phoenix Suns,Atlanta Hawks,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-03-22,Friday,,Detroit Pistons,Boston Celtics,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-22,Friday,,Toronto Raptors,Oklahoma City Thunder,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-22,Friday,,Miami Heat,New Orleans Pelicans,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-03-22,Friday,,Minnesota Timberwolves,Cleveland Cavaliers,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-03-22,Friday,,San Antonio Spurs,Memphis Grizzlies,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-22,Friday,,Golden State Warriors,Indiana Pacers,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-03-22,Friday,,Portland Trail Blazers,Los Angeles Clippers,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-22,Friday,,Los Angeles Lakers,Philadelphia 76ers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-23,Saturday,,New York Knicks,Brooklyn Nets,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-03-23,Saturday,,Orlando Magic,Sacramento Kings,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-23,Saturday,,Atlanta Hawks,Charlotte Hornets,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-03-23,Saturday,,Chicago Bulls,Boston Celtics,United Center,Chicago,IL
basketball,pro,NBA,2024-03-23,Saturday,,Houston Rockets,Utah Jazz,Toyota Center,Houston,TX
basketball,pro,NBA,2024-03-23,Saturday,,San Antonio Spurs,Phoenix Suns,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-23,Saturday,,Washington Wizards,Toronto Raptors,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-23,Saturday,,Portland Trail Blazers,Denver Nuggets,Moda Center,Portland,OR
basketball,pro,NBA,2024-03-24,Sunday,,Detroit Pistons,New Orleans Pelicans,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-24,Sunday,,Los Angeles Clippers,Philadelphia 76ers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-24,Sunday,,Miami Heat,Cleveland Cavaliers,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-03-24,Sunday,,Milwaukee Bucks,Oklahoma City Thunder,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-03-24,Sunday,,Minnesota Timberwolves,Golden State Warriors,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-03-24,Sunday,,Los Angeles Lakers,Indiana Pacers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-25,Monday,,Cleveland Cavaliers,Charlotte Hornets,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-03-25,Monday,,Atlanta Hawks,Boston Celtics,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-03-25,Monday,,New York Knicks,Detroit Pistons,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-03-25,Monday,,Toronto Raptors,Brooklyn Nets,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-25,Monday,,Chicago Bulls,Washington Wizards,United Center,Chicago,IL
basketball,pro,NBA,2024-03-25,Monday,,Houston Rockets,Portland Trail Blazers,Toyota Center,Houston,TX
basketball,pro,NBA,2024-03-25,Monday,,San Antonio Spurs,Phoenix Suns,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-25,Monday,,Denver Nuggets,Memphis Grizzlies,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-25,Monday,,Utah Jazz,Dallas Mavericks,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-25,Monday,,Sacramento Kings,Philadelphia 76ers,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-25,Monday,,Los Angeles Clippers,Indiana Pacers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-26,Tuesday,,Miami Heat,Golden State Warriors,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-03-26,Tuesday,,Milwaukee Bucks,Los Angeles Lakers,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-03-26,Tuesday,,New Orleans Pelicans,Oklahoma City Thunder,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-03-26,Tuesday,,Sacramento Kings,Dallas Mavericks,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-27,Wednesday,,Charlotte Hornets,Cleveland Cavaliers,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-03-27,Wednesday,,Orlando Magic,Golden State Warriors,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-27,Wednesday,,Washington Wizards,Brooklyn Nets,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-27,Wednesday,,Atlanta Hawks,Portland Trail Blazers,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-03-27,Wednesday,,Philadelphia 76ers,Los Angeles Clippers,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-03-27,Wednesday,,Toronto Raptors,New York Knicks,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-27,Wednesday,,Chicago Bulls,Indiana Pacers,United Center,Chicago,IL
basketball,pro,NBA,2024-03-27,Wednesday,,Memphis Grizzlies,Los Angeles Lakers,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-03-27,Wednesday,,Minnesota Timberwolves,Detroit Pistons,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-03-27,Wednesday,,Oklahoma City Thunder,Houston Rockets,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-03-27,Wednesday,,Utah Jazz,San Antonio Spurs,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-27,Wednesday,,Denver Nuggets,Phoenix Suns,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-28,Thursday,,Atlanta Hawks,Boston Celtics,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-03-28,Thursday,,New Orleans Pelicans,Milwaukee Bucks,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-03-29,Friday,,Charlotte Hornets,Golden State Warriors,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-03-29,Friday,,Indiana Pacers,Los Angeles Lakers,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-03-29,Friday,,Orlando Magic,Los Angeles Clippers,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-29,Friday,,Washington Wizards,Detroit Pistons,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-29,Friday,,Brooklyn Nets,Chicago Bulls,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-03-29,Friday,,Cleveland Cavaliers,Philadelphia 76ers,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-03-29,Friday,,Miami Heat,Portland Trail Blazers,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-03-29,Friday,,Oklahoma City Thunder,Phoenix Suns,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-03-29,Friday,,San Antonio Spurs,New York Knicks,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-29,Friday,,Denver Nuggets,Minnesota Timberwolves,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-29,Friday,,Utah Jazz,Houston Rockets,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-29,Friday,,Sacramento Kings,Dallas Mavericks,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-30,Saturday,,New Orleans Pelicans,Boston Celtics,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-03-30,Saturday,,Orlando Magic,Memphis Grizzlies,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-30,Saturday,,Atlanta Hawks,Milwaukee Bucks,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-03-31,Sunday,,Denver Nuggets,Cleveland Cavaliers,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-31,Sunday,,Brooklyn Nets,Los Angeles Lakers,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-03-31,Sunday,,Charlotte Hornets,Los Angeles Clippers,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-03-31,Sunday,,Toronto Raptors,Philadelphia 76ers,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-31,Sunday,,Washington Wizards,Miami Heat,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-31,Sunday,,Houston Rockets,Dallas Mavericks,Toyota Center,Houston,TX
basketball,pro,NBA,2024-03-31,Sunday,,Minnesota Timberwolves,Chicago Bulls,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-03-31,Sunday,,New York Knicks,Oklahoma City Thunder,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-03-31,Sunday,,San Antonio Spurs,Golden State Warriors,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-31,Sunday,,Sacramento Kings,Utah Jazz,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-04-01,Monday,,Charlotte Hornets,Boston Celtics,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-04-01,Monday,,Detroit Pistons,Memphis Grizzlies,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-04-01,Monday,,Indiana Pacers,Brooklyn Nets,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-04-01,Monday,,Orlando Magic,Portland Trail Blazers,Amway Center,Orlando,FL
basketball,pro,NBA,2024-04-01,Monday,,Chicago Bulls,Atlanta Hawks,United Center,Chicago,IL
basketball,pro,NBA,2024-04-01,Monday,,New Orleans Pelicans,Phoenix Suns,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-04-02,Tuesday,,Philadelphia 76ers,Oklahoma City Thunder,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-04-02,Tuesday,,Toronto Raptors,Los Angeles Lakers,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-04-02,Tuesday,,Washington Wizards,Milwaukee Bucks,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-04-02,Tuesday,,Dallas Mavericks,Golden State Warriors,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-04-02,Tuesday,,Miami Heat,New York Knicks,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-04-02,Tuesday,,Minnesota Timberwolves,Houston Rockets,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-04-02,Tuesday,,Denver Nuggets,San Antonio Spurs,Ball Arena,Denver,CO
basketball,pro,NBA,2024-04-02,Tuesday,,Utah Jazz,Cleveland Cavaliers,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-04-02,Tuesday,,Sacramento Kings,Los Angeles Clippers,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-04-03,Wednesday,,Charlotte Hornets,Portland Trail Blazers,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-04-03,Wednesday,,Washington Wizards,Los Angeles Lakers,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-04-03,Wednesday,,Atlanta Hawks,Detroit Pistons,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-04-03,Wednesday,,Boston Celtics,Oklahoma City Thunder,TD Garden,Boston,MA
basketball,pro,NBA,2024-04-03,Wednesday,,Brooklyn Nets,Indiana Pacers,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-04-03,Wednesday,,Milwaukee Bucks,Memphis Grizzlies,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-04-03,Wednesday,,Minnesota Timberwolves,Toronto Raptors,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-04-03,Wednesday,,New Orleans Pelicans,Orlando Magic,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-04-03,Wednesday,,Phoenix Suns,Cleveland Cavaliers,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-04-04,Thursday,,Miami Heat,Philadelphia 76ers,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-04-04,Thursday,,New York Knicks,Sacramento Kings,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-04-04,Thursday,,Houston Rockets,Golden State Warriors,Toyota Center,Houston,TX
basketball,pro,NBA,2024-04-04,Thursday,,Los Angeles Clippers,Denver Nuggets,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-04-05,Friday,,Charlotte Hornets,Orlando Magic,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-04-05,Friday,,Indiana Pacers,Oklahoma City Thunder,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-04-05,Friday,,Washington Wizards,Portland Trail Blazers,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-04-05,Friday,,Boston Celtics,Sacramento Kings,TD Garden,Boston,MA
basketball,pro,NBA,2024-04-05,Friday,,Chicago Bulls,New York Knicks,United Center,Chicago,IL
basketball,pro,NBA,2024-04-05,Friday,,Houston Rockets,Miami Heat,Toyota Center,Houston,TX
basketball,pro,NBA,2024-04-05,Friday,,Memphis Grizzlies,Detroit Pistons,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-04-05,Friday,,Milwaukee Bucks,Toronto Raptors,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-04-05,Friday,,New Orleans Pelicans,San Antonio Spurs,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-04-05,Friday,,Dallas Mavericks,Atlanta Hawks,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-04-05,Friday,,Phoenix Suns,Minnesota Timberwolves,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-04-05,Friday,,Los Angeles Clippers,Utah Jazz,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-04-06,Saturday,,Los Angeles Lakers,Cleveland Cavaliers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-04-06,Saturday,,Brooklyn Nets,Detroit Pistons,Barclays Center,Brooklyn,NY
